OBJECTID,NAME,state,coyote_year,coyote_year_recl,coyote_James,dif_betw_James_agencies,xcoord,ycoord,yr.since.coy.1980,yr.since.coy.1985,yr.since.coy.1990,yr.since.coy.1995,yr.since.coy.2000,yr.since.coy.2005,yr.since.coy.2010,yr.since.coy.2014,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2014,pop.growth.2005.2010,WHITE,BLACK,MED_AGE,Area_sqkm,Pop.dens.2010,BIO5_median,BIO6_median,BIO7_median,BIO12_median,BIO15_median,BIO17_median,altitude,snow_mean,OPEN_WATER.1992,LOW_INTENS.1992,high.developed.1992,DECIDUOUS_.1992,EVERGREEN.1992,MIXED_FORE.1992,SHRUBLAND.1992,grass.pastures.1992,ROW_CROPS.1992,WOODY_WETL.1992,HERBACEOUS_WETL.1992,water.2001,devel.21.22.2001,devel.23.24.2001,decidious.f.2001,evergreen.2001,mixed.f.2001,shrub.2001,grass.pastures.2001,crops.2001,woody.wetlands.2001,herbaceous.wetlands.2001,water.2006,devel.21.22.2006,devel.23.24.2006,decidious.f.2006,evergreen.2006,mixed.f.2006,shrub.2006,grass.pastures.2006,crop.2006,woody.wetlands.2006,herbaceous.wetlands.2006,tree.canopy_mean.2011,water.2011,decidious.f.2011,evergreen.2011,mixed.f.2011,shrub.2011,grass.pasture.2011,crops.2011,woody.wetl.2011,herbaceous.wetlands.2011,devel.21.22.2011,devel.23.24.2011,NPPmedian,NPPstdev,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
329,Citrus,Florida,1988,1990,1980,-8,-82.46,28.85,0,0,2,7,12,17,22,26,54703,74724,93513,107581,118649,133791,141236,139377,1.010889538,131350,3987,54,1613.75,87.52,329,69,261,1362,47,188,22.47,0,3.36,16.07,2.42,1.56,24.58,0.14,6.56,13.99,6.68,11.17,8.08,2.18,23.81,1.13,0.19,26.25,0.15,5.69,8.7,0.15,21.1,9.28,2.183,23.811,1.128,0.187,26.252,0.151,5.69,8.696,0.148,21.097,9.283,42.333,2.257,0.186,25.556,0.151,6.201,8.597,0.132,20.7,9.496,23.787,1.39,1220.333374,199.2030756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,4136,2012,744,1121,1040,1093,708,583,485,,
331,Collier,Florida,1998,2000,1990,-8,-81.33,26.12,0,0,0,0,2,7,12,16,85971,115584,152099,199639,254015,307452,321520,348777,1.008988309,269596,21087,46.9,5164.62,62.254,329,116,213,1334,66,129,8.67,0,1.34,2.76,1.59,0,5.76,0,0.38,11.9,3.84,40.42,27.15,0.98,7.1,1.16,0,5.19,0.18,1.11,2.02,6.9,49.95,24.42,0.98,7.099,1.157,0.002,5.19,0.18,1.109,2.022,6.905,49.951,24.423,39.52,1.112,0.002,5.186,0.18,1.115,1.889,6.654,49.018,24.743,7.463,1.616,1404.666748,193.6918568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,596,335,1414,1262,1560,2216,1053,435,1089,,
333,DeSoto,Florida,1998,2000,1990,-8,-83.15,29.62,NA,NA,NA,NA,NA,NA,NA,NA,19039,21405,23865,28578,32196,33864,34862,35012,1.012578994,23094,4431,38,1679.13,20.762,330,95,234,1285,58,149,19.24,0,0.5,3.82,0.67,0,6.33,0,0.52,45.93,4.34,12.72,9.45,0.25,4.57,0.19,0,0.71,0.05,5.71,36.47,24.39,22.11,4.34,0.245,4.565,0.192,0,0.709,0.047,5.707,36.467,24.392,22.114,4.344,20.178,0.482,0,0.711,0.047,5.681,36.234,24.44,21.465,4.853,4.623,0.305,1834,274.8816439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,280,1789,447,631,520,2917,1630,1217,1594,,
338,Franklin,Florida,1988,1990,1980,-8,-84.61,30.59,0,0,2,7,12,17,22,26,7661,8467,8967,10581,9839,10198,11549,11815,1.004948787,9540,1589,42.5,1384.95,8.339,324,54,270,1500,34,268,9.92,0.11,4.49,0.38,0.21,0.58,12.95,2.03,0.1,0.2,0.11,68.29,4.56,4.56,4.65,0.16,0.04,7.43,0.29,2,0.5,0.01,64.14,13.22,4.562,4.647,0.155,0.042,7.433,0.295,2.003,0.495,0.011,64.145,13.218,70.925,4.599,0.04,7.082,0.291,2.348,0.666,0.011,65.862,11.415,4.64,0.228,1700.666626,169.763995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,631,112,447,280,1040,2560,1559,832,899,,
340,Gilchrist,Florida,1988,1990,1980,-8,-81.18,26.96,0,0,2,7,12,17,22,26,5767,7724,9667,12393,14443,15801,16939,16997,1.009583355,15396,897,40.7,908.56,18.644,330,49,281,1158,42,173,23.46,0,0.53,1.33,1.04,0,32.37,0,0.47,23.39,22.47,9.44,1.93,0.36,4.97,0.12,0.08,27.23,0.83,18.72,22.73,10.18,11.46,1.89,0.357,4.971,0.123,0.077,27.232,0.827,18.723,22.732,10.18,11.462,1.89,44.631,0.358,0.054,24.57,0.786,17.53,26.84,9.831,11.206,2.221,4.951,0.142,1320.333374,404.4149076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,210,224,521,1402,1170,560,374,187,309,,
346,Hernando,Florida,1988,1990,1980,-8,-81.34,27.34,0,0,2,7,12,17,22,26,44469,72522,101115,119385,131390,157156,172778,175855,1.006548678,154598,8816,47.7,1289.28,134.011,328,80,248,1367,49,183,31.7,0,1.73,14.18,5.06,0.58,27.18,0.15,2.79,11.66,8.4,13.4,6.84,1.06,22.25,2.33,0.27,30.07,0.16,5.99,12.68,0.4,18.99,4,1.062,22.251,2.329,0.266,30.07,0.162,5.995,12.684,0.401,18.989,4,46.614,1.079,0.265,29.533,0.158,6.301,12.324,0.402,18.348,4.085,22.334,3.109,1130.333374,89.39948375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,2489,1006,298,631,910,2295,733,1349,1526,,
352,Jefferson,Florida,1988,1990,1980,-8,-83.18,29.99,0,0,2,7,12,17,22,26,10703,10857,11296,13065,12891,14210,14761,14050,1.017550406,8912,5340,44.1,1651.92,8.936,329,40,289,1436,26,251,36.83,1.67,1.3,0.84,0.29,2.1,23.79,9.58,0.01,6.15,10,30.63,3.53,0.68,3.86,0.06,3.55,27.44,7.63,6.31,7.66,4.35,31.66,4.99,0.682,3.862,0.056,3.545,27.439,7.63,6.306,7.66,4.349,31.657,4.994,68.635,0.703,3.245,25.714,7.04,8.792,7.909,4.101,31.521,5.075,3.86,0.064,1460,384.9533596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649,1858,2460,2456,2103,1951,1116,1831,1282,1185,,
353,Lafayette,Florida,1988,1990,1980,-8,-81.71,28.76,0,0,2,7,12,17,22,26,4035,4518,5578,6491,7011,8131,8870,8835,1.021112268,6868,1411,36.1,1453.75,6.101,330,44,285,1340,39,205,24.72,0.63,0.65,0.15,0.12,0.95,37.85,2.7,0.36,6.83,8.25,26.64,1.47,0.43,4.61,0.04,0.11,24.82,2.23,11.62,9.28,3.33,33.72,8.16,0.429,4.614,0.043,0.113,24.825,2.23,11.622,9.282,3.328,33.722,8.164,67.044,0.434,0.092,21.493,1.911,13.299,11.584,3.009,34.129,7.662,4.614,0.066,1182.666626,295.6237352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,876,1118,1265,1051,325,2385,2688,535,1751,,
355,Lee,Florida,1998,2000,1990,-8,-84.28,30.46,0,0,0,0,2,7,12,16,205266,267107,335113,391823,444311,555029,618754,679513,1.013137387,513496,51069,45.6,1974.77,313.33,331,110,220,1330,66,133,8.68,0,4.88,21.64,9.15,0,9.82,0,1.19,13.27,5.08,19.98,6.5,3.49,37.96,4.78,0.02,1.55,0.05,2.31,7.09,5.81,29.92,5.63,3.486,37.964,4.782,0.017,1.549,0.053,2.307,7.093,5.81,29.923,5.63,21.771,4.218,0.017,1.537,0.053,2.131,6.055,5.117,26.582,6.054,38.869,7.706,1614,223.4958248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,NA,NA,223,350,130,1831,1510,1003,583,,
356,Leon,Florida,1988,1990,1980,-8,-82.74,29.33,0,0,2,7,12,17,22,26,148655,167760,192493,222779,240571,258083,275487,283988,1.012441093,173480,83520,29.7,1857.15,148.339,329,40,289,1487,26,261,41.16,1.89,3.23,8.74,2.45,1.63,26.93,9.19,0.42,4.52,5.62,17.46,3.84,2.09,12.76,1.27,3.33,33.53,6.49,6.96,6.13,1.57,19.14,4.74,2.085,12.759,1.272,3.333,33.531,6.49,6.963,6.128,1.575,19.136,4.741,62.023,2.006,2.799,32.553,6.029,8.024,6.218,1.486,19.053,4.803,13.145,1.82,1447.333374,389.118444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,1157,1230,1116,1892,195,5694,3770,1594,774,,
357,Levy,Florida,1988,1990,1980,-8,-84.88,30.24,0,0,2,7,12,17,22,26,19870,23126,25912,30458,34644,38355,40801,39613,1.013565544,34876,3832,45,2954.8,13.808,330,59,271,1350,45,189,20.32,0,1.18,2.37,0.46,0,37.39,0,1.97,11.91,12.51,20.68,6.35,0.54,5.5,0.17,0.06,33.61,0.01,12.02,15.41,5.8,16.16,9.21,0.536,5.5,0.171,0.057,33.613,0.006,12.016,15.413,5.799,16.158,9.207,54.561,0.553,0.056,28.702,0.006,16.523,15.836,5.595,16.45,8.927,5.49,0.199,1881.333374,126.7829053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2399,3330,3242,4168,3855,5007,1127,1901,381,975,,
359,Madison,Florida,1988,1990,1980,-8,-82.3,27.47,0,0,2,7,12,17,22,26,14894,15509,16569,17814,18734,19070,19224,18518,1.010210258,11070,7460,40.2,1858.7,10.343,331,43,287,1367,29,228,36.33,1.38,0.7,0.7,0.27,2.77,23.86,7.57,0.45,7,15.98,23.57,2.67,0.34,4.67,0.1,1.3,26.88,8.11,12.3,7.3,9.77,23.33,4.31,0.342,4.668,0.105,1.301,26.884,8.105,12.302,7.299,9.772,23.335,4.307,61.701,0.341,1.226,23.095,7.072,12.233,11.099,10.78,23.103,4.527,4.676,0.132,1135.333374,102.8713062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,2173,1453,2010,2663,2601,647,454,174,66,,
374,Putnam,Florida,1988,1990,1980,-8,-81.74,29.61,0,0,2,7,12,17,22,26,50549,58359,65070,69314,70433,73792,74364,72143,1.001545519,57468,12030,43.3,2158.17,34.457,328,67,261,1310,40,203,22.66,0,10.96,7.07,1.59,0,39.2,0,1.19,7.33,4.78,17.44,2.74,10.37,10.71,0.37,0.11,33.3,0.67,11.58,8.24,1.91,18.24,3.23,10.371,10.705,0.371,0.106,33.299,0.667,11.583,8.241,1.909,18.243,3.229,48.533,10.257,0.095,29.288,0.645,14.728,9.059,1.791,18.367,3.238,10.61,0.521,1930,276.0283036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,701,2012,2382,1121,910,1451,668,471,745,,
380,Sumter,Florida,1988,1985,1980,-8,-82.08,28.7,0,0,2,7,12,17,22,26,24272,28313,31577,38441,53738,69261,93420,114350,1.061671651,80893,9022,62.4,1515.47,61.644,330,75,255,1295,46,175,28.78,0,1.75,2.98,1.29,0,21.91,0,0.88,20.68,18.01,20.92,5.87,1.12,6.5,0.96,0.2,16.14,0.04,5.22,29.97,0.42,33.03,4.82,1.12,6.503,0.962,0.204,16.141,0.037,5.222,29.966,0.419,33.034,4.825,41.879,1.297,0.202,16.102,0.036,5.585,27.226,0.383,32.601,4.94,7.662,2.099,1191.333374,261.3512295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,526,1342,1786,841,780,1518,1700,659,442,,
381,Suwannee,Florida,1988,1990,1980,-8,-82.99,30.2,0,0,2,7,12,17,22,26,22287,24742,26780,30443,35071,38687,41551,44022,1.01438609,34299,4754,42.1,1848.09,22.483,332,44,288,1340,35,210,29.78,1.09,0.49,1.38,0.49,0.93,31.82,1.84,1.43,16.78,29.18,4.35,0.91,0.31,7.23,0.19,1.21,25.38,4.33,19.85,24.69,10.11,4.98,0.24,0.314,7.229,0.19,1.213,25.376,4.326,19.849,24.692,10.108,4.982,0.235,44.918,0.337,1.132,23.122,4.004,18.414,28.16,10.273,4.857,0.376,7.271,0.24,1199.333374,137.1173638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870,421,447,744,841,715,2121,3315,1460,2006,,
382,Taylor,Florida,1988,1990,1980,-8,-83.6,30.05,0,0,2,7,12,17,22,26,16532,16998,17111,18081,19233,20515,22570,22582,1.019276491,16964,4669,41.2,2746.63,8.217,331,46,285,1432,37,225,20.67,1.09,0.36,0.93,0.37,1.26,29.05,4.66,0.87,2.54,0.99,38.42,5.12,0.16,4.98,0.15,0.17,28.72,2.37,12.18,5.26,0.87,35.28,7.77,0.163,4.976,0.152,0.165,28.717,2.368,12.177,5.26,0.871,35.276,7.772,71.182,0.224,0.151,22.382,2.025,16.682,7.27,0.82,35.204,7.529,4.971,0.185,1962.833252,191.5483673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589,1858,3689,2828,3084,2796,1334,1653,4112,1602,,
383,Union,Florida,1988,1990,1980,-8,-82.37,30.04,0,0,2,7,12,17,22,26,10166,10610,10252,12500,13450,14856,15535,15190,1.00897841,11655,3449,39,660.73,23.512,330,47,283,1344,40,195,37.04,1.04,1.3,1.39,0.48,0,49.06,0,0.97,7.78,7.75,23.62,0.89,1.15,5.17,0.16,0.1,33.94,1.38,15.58,14.04,2.57,23.1,1.55,1.147,5.166,0.163,0.103,33.941,1.377,15.582,14.036,2.567,23.105,1.55,62.345,1.18,0.087,30.179,1.308,16.049,17.675,2.334,23.014,1.466,5.193,0.183,1684.333374,137.0090099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,982,783,670,631,715,238,668,446,160,,
385,Wakulla,Florida,1988,1990,1980,-8,-84.4,30.17,0,0,2,7,12,17,22,26,10887,12407,14202,18912,22924,26706,30776,31432,1.028775625,25224,4464,38.7,1629.66,18.885,329,46,283,1511,30,262,18.4,2.24,1.73,1.52,0.21,0.94,32.17,5.11,2.48,2.35,1.28,39.73,5.04,1.43,4.76,0.12,1.99,32.53,4.7,4.23,2.04,1.32,37.51,7.04,1.432,4.759,0.119,1.988,32.532,4.698,4.227,2.044,1.319,37.509,7.043,75.32,1.457,1.921,32.732,4.534,4.151,1.893,1.301,37.653,6.872,4.864,0.194,1894.166748,98.07381501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769,1157,2571,3200,2313,2081,1557,815,1218,492,,
1892,Alexander,North Carolina,1998,2000,1990,-8,-81.17,35.92,0,0,0,0,2,7,12,16,24999,26348,27544,30496,33774,35786,37239,37392,1.007991734,33324,2043,40.8,669.75,55.54,307,-36,342,1241,10,275,356.14,4.9,1.56,1.88,0.81,34.02,17.26,15.71,0,16.58,10.44,0.33,0.06,1.49,8.46,0.45,41.57,6,3.96,2.31,34.63,0.21,0.2,0,1.491,8.456,0.452,41.568,5.999,3.961,2.306,34.634,0.21,0.202,0.002,55.718,1.503,41.011,5.905,3.86,3.116,34.344,0.208,0.2,0.004,8.532,0.581,1201.5,84.1148532,,,,,,,,,,,,,,,,,,,,,,,6,11,19,17,11,38,49,65,71,95,115,143,177,180,231,298,379,403,498,494,429,439,440,484,391,413,353,435,401,419,477,374,407,430,327,371,300,381,382,449,
1895,Ashe,North Carolina,1998,2000,1990,-8,-81.5,36.43,0,0,0,0,2,7,12,16,22325,22716,22209,23339,24480,25838,27291,27126,1.011002224,26050,161,45.5,1146.05,23.804,260,-62,322,1340,10,288,980.31,17.34,0.31,0.41,0.18,52.16,13.68,17.34,0,11.69,3.08,0.05,0.03,0.11,5.38,0.13,66.62,5.33,1.22,1.78,18.37,0.11,0.12,0,0.106,5.383,0.125,66.62,5.325,1.222,1.779,18.375,0.105,0.12,0,72.542,0.104,66.489,5.133,1.178,2.573,17.905,0.095,0.118,0.009,5.352,0.175,1493.333252,53.09435211,,,,,,,,,,,,,,,,,,,,,,,136,184,216,200,224,275,301,326,321,335,329,413,503,609,689,732,974,900,1184,1009,923,993,824,1120,871,922,909,882,827,933,977,935,1021,1071,942,1073,1069,1102,1003,1254,
1904,Caldwell,North Carolina,1998,2000,1990,-8,-81.54,35.95,0,0,0,0,2,7,12,16,67746,69940,70709,73822,77721,80218,82998,81484,1.006836983,74925,4086,41.4,1234.72,67.245,305,-37,340,1266,10,277,457.85,5,0.99,3.41,1.59,40.75,19.49,23.06,0,4.87,4.16,0.2,0.05,0.92,11.07,0.91,59.32,8.51,2.36,1.84,13.88,0.17,0.18,0,0.925,11.073,0.913,59.318,8.514,2.361,1.845,13.881,0.168,0.175,0.001,76.361,0.929,58.751,8.246,2.321,2.652,13.589,0.173,0.177,0.004,11.178,1.157,1526.5,115.4758112,,,,,,,,,,,,,,,,,,,,,,,141,165,135,157,154,205,191,244,214,294,317,369,417,415,432,553,499,603,584,605,593,534,563,605,529,599,487,606,538,588,588,529,547,542,430,553,354,506,467,566,
1906,Carteret,North Carolina,1998,2000,1990,-8,-76.7,34.82,0,0,0,0,2,7,12,16,41092,48320,52407,57035,59406,62833,66685,68811,1.011971011,59346,4041,45.7,1263.86,52.592,310,15,295,1398,25,278,5.59,3.57,14.35,0.82,0.59,0.96,20.47,1.66,0,4.58,18.21,28.03,9.29,12.64,6.65,0.54,0.01,12.82,0.42,4.13,1.82,17.65,31.33,10.66,12.638,6.655,0.541,0.005,12.822,0.422,4.127,1.822,17.653,31.325,10.657,43.068,12.647,0.004,10.831,0.387,6.076,1.499,17.437,30.954,10.978,6.761,0.768,1484.166748,238.6642637,,,,,,,,,,,,,,,,,,,,,,,202,164,195,149,157,222,175,246,245,197,336,400,352,333,459,412,468,431,373,383,345,369,406,470,449,474,346,276,349,270,314,345,369,335,401,418,430,402,357,326,
1907,Caswell,North Carolina,1998,2000,1990,-8,-79.33,36.39,0,0,0,0,2,7,12,16,20705,21577,20662,21790,23527,23827,23695,23082,0.99888955,14819,8020,43.6,1139.66,20.812,316,-30,347,1119,10,253,181.85,6.17,0.8,0.76,0.41,44.24,20.34,11.35,0,13.26,6.93,0.92,0.15,0.72,4.21,0.23,48.01,11.51,3.72,2.45,27.23,0.63,0.87,0.01,0.718,4.212,0.227,48.011,11.506,3.717,2.447,27.235,0.626,0.874,0.014,68.106,0.719,44.536,9.155,3.279,5.661,30.265,0.622,0.887,0.02,4.231,0.241,1325.333252,123.6461713,,,,,,,,,,,,,,,,,,,,,,,240,311,357,443,357,494,658,786,724,848,1061,1307,1108,1268,1305,1236,1511,1442,1522,1559,1359,1284,1401,1196,1251,1562,1260,1536,1483,1663,1761,1322,1152,1261,1147,1122,1038,1245,1045,1264,
1923,Edgecombe,North Carolina,1998,2000,1990,-8,-77.6,35.91,0,0,0,0,2,7,12,16,55988,57697,56692,57001,55443,56151,56539,54933,1.001378184,21923,32435,39.6,1312.36,43.092,319,-16,335,1173,18,230,27.41,4.59,0.43,1.76,0.94,14.49,11.47,6.2,0,6.16,34.57,22.6,0.24,0.82,6.97,0.44,2.52,14.86,2.35,5.63,5.16,38.39,21,1.74,0.818,6.971,0.438,2.518,14.86,2.353,5.633,5.165,38.394,20.995,1.743,47.47,0.855,2.222,13.097,2.017,7.985,5.347,37.961,20.569,2.185,7.038,0.51,990,48.07487372,,,,,,,,,,,,,,,,,,,,,,,676,578,471,444,392,518,639,690,634,614,1029,1374,1212,1468,1577,1498,1479,1818,1671,1356,1294,1367,1556,1480,1728,1594,1052,1390,1372,1323,1413,1280,1590,1532,1578,1385,1477,1538,1328,1558,
1930,Greene,North Carolina,1998,2000,1990,-8,-77.68,35.48,0,0,0,0,2,7,12,16,16117,15944,15384,17260,19020,20146,21384,21093,1.01199886,10850,7964,37.8,708.16,30.166,318,-7,326,1241,22,232,25.07,3.69,0.23,0.6,0.47,11.83,9.17,5.62,0,6.88,41.6,23.24,0.16,0.66,5.07,0.14,2.27,11.41,2.99,4.09,5.88,46,18.98,2.43,0.655,5.073,0.142,2.275,11.414,2.986,4.093,5.88,45.995,18.985,2.434,40.561,0.674,1.954,9.758,2.46,5.935,6.325,45.979,18.563,2.879,5.08,0.178,978.666626,13.66993189,,,,,,,,,,,,,,,,,,,,,,,6,6,3,5,26,31,40,31,52,66,71,135,80,205,251,244,248,326,348,309,222,325,461,508,462,506,432,466,485,452,516,548,614,512,599,438,518,546,439,508,
1933,Harnett,North Carolina,1998,2000,1990,-8,-78.87,35.37,0,0,0,0,2,7,12,16,59570,63537,67833,78353,91393,100728,115733,126666,1.028161648,78300,23973,33.5,1554.47,73.773,315,-13,328,1178,19,239,77.72,3.35,1.14,1.26,1.22,23.75,18.05,10.94,0,3.75,28.11,9.69,0.21,1.03,9.04,0.6,12.44,19.56,5.27,3.19,22.8,16.38,8.4,0.58,1.033,9.038,0.598,12.444,19.564,5.268,3.187,22.802,16.376,8.403,0.576,52.898,1.158,11.912,18.442,4.847,5.194,22.085,16.171,8.233,0.709,9.641,0.864,1005.666687,125.2748882,,,,,,,,,,,,,,,,,,,,,,,9,10,23,44,21,30,80,99,76,92,104,154,158,203,260,254,315,396,347,470,352,336,478,465,529,698,505,669,741,726,770,844,730,824,735,799,848,949,683,839,
1944,Lenoir,North Carolina,1998,2000,1990,-8,-77.65,35.23,0,0,0,0,2,7,12,16,59819,58856,57274,59666,59556,59195,59439,58485,1.000823038,31758,24121,41,1046.77,56.837,317,-3,320,1287,25,236,24.93,2.79,0.61,2,1.69,5.7,17.1,5.36,0,4.1,39.95,22.59,0.22,1.03,7.55,0.91,1.18,14.5,2.4,7.1,3.88,39.96,19.35,2.01,1.032,7.548,0.909,1.184,14.495,2.404,7.096,3.88,39.959,19.35,2.006,42.007,1.041,1.012,12.482,2.118,8.769,4.578,39.661,18.913,2.417,7.652,1.074,1067.833374,130.6084408,,,,,,,,,,,,,,,,,,,,,,,60,45,97,122,98,126,175,227,229,273,297,435,300,514,525,463,515,610,573,518,499,436,475,520,527,532,457,457,569,556,616,649,742,580,713,610,779,673,604,739,
1945,Lincoln,North Carolina,1998,2000,1990,-8,-81.22,35.48,0,0,0,0,2,7,12,16,42372,45601,50319,57757,64152,69902,78450,79829,1.023341695,69940,4340,40.5,794.14,98.554,314,-21,335,1199,10,272,269.51,4.5,2.96,3.99,1.65,20.2,21.87,13.31,0,17.68,15.89,0.63,0.05,2.66,12.39,0.96,34.68,7.44,1.31,1.46,37.31,0.4,0.54,0,2.664,12.386,0.962,34.681,7.443,1.311,1.464,37.314,0.398,0.544,0.002,50.47,3.072,33.363,7.048,1.177,2.438,36.178,0.42,0.603,0.013,13.54,1.305,1157,72.56072983,,,,,,,,,,,,,,,,,,,,,,,0,0,7,9,24,17,14,22,23,24,31,37,68,71,101,137,148,190,187,270,266,262,294,348,247,329,288,347,419,431,510,517,510,539,567,600,686,725,713,684,
1946,McDowell,North Carolina,1998,2000,1990,-8,-82.04,35.68,0,0,0,0,2,7,12,16,35135,35824,35681,38171,42265,43655,45016,44965,1.00615892,40754,1708,41.7,1174.73,38.303,299,-36,336,1322,9,296,549.92,4.3,1.09,2.37,1.09,46.36,19.69,22.3,0,2.72,2.43,0.24,0.04,1.01,7.19,0.38,67.53,7.33,4.19,1.66,9.26,0.19,0.22,0,1.008,7.189,0.381,67.529,7.33,4.188,1.66,9.258,0.188,0.223,0,82.452,1.001,65.869,7.047,4.028,3.623,9.227,0.174,0.219,0.016,7.237,0.532,1549.166748,39.84269225,,,,,,,,,,,,,,,,,,,,,,,122,101,123,182,178,206,208,177,215,236,236,294,374,367,380,554,440,492,507,549,533,477,470,531,406,483,414,407,421,367,270,225,346,298,348,377,461,445,482,485,
1964,Pitt,North Carolina,1998,2000,1990,-8,-77.38,35.59,0,0,0,0,2,7,12,16,90146,97730,108480,122525,134298,147929,168817,175354,1.026768582,99075,57257,31,1685.78,99.745,318,-10,327,1244,21,235,17.43,3.93,0.56,2.19,1.33,9.58,13.35,4.12,0,6.16,32.89,27.24,0.22,0.87,8.68,1.23,2.38,12.95,1.39,6.12,4.37,37.39,22.74,1.76,0.872,8.682,1.23,2.377,12.952,1.392,6.123,4.369,37.386,22.739,1.757,42.655,0.878,1.991,9.86,1.072,8.914,4.93,36.689,21.963,2.484,9.253,1.714,1078.666626,114.5966688,,,,,,,,,,,,,,,,,,,,,,,275,247,305,265,301,305,443,598,763,795,860,981,1052,921,1086,972,977,1052,1048,931,767,702,1175,1043,1085,1127,898,1026,1174,1082,1330,1346,1395,1323,1395,1242,1258,1392,1163,1278,
1969,Rockingham,North Carolina,1998,2000,1990,-8,-79.77,36.4,0,0,0,0,2,7,12,16,83426,85010,86064,89251,92090,92587,93641,91696,1.00226648,70875,17655,42.2,1530.39,61.189,310,-29,341,1132,10,253,223.79,6.59,1.07,3.55,1.93,43.72,15.32,9.82,0,13.31,8.53,1.29,0.25,1.04,9.04,1.04,46.56,8.03,1.91,2.13,27.81,0.55,1.35,0.03,1.043,9.037,1.043,46.556,8.033,1.91,2.126,27.814,0.55,1.348,0.029,62.558,1.106,44.615,7.488,1.726,2.912,29.264,0.526,1.389,0.048,9.295,1.148,1280.333374,96.32673574,,,,,,,,,,,,,,,,,,,,,,,37,75,67,122,97,162,231,283,304,329,470,495,611,675,800,788,998,898,938,1102,1011,951,1077,991,813,844,648,1074,1028,1007,1117,1105,1114,1292,934,1148,1135,1377,1215,1473,
322,Baker,Florida,2000,2000,1990,-10,-82.28,30.33,0,0,0,0,0,5,10,14,15289,16573,18486,20482,22374,24832,27115,27093,1.017746416,22686,3680,36,1553.16,17.458,332,43,289,1359,38,199,42.5,1.92,0.56,1.5,0.28,0,50.04,0,0.25,1.45,1.95,33.67,1.45,0.52,5.2,0.13,0.07,39.3,0.65,11.5,8.43,0.45,31.49,1.03,0.517,5.201,0.133,0.071,39.297,0.649,11.501,8.432,0.447,31.492,1.031,68.275,0.541,0.065,36.695,0.596,14.254,8.204,0.432,30.807,1.615,5.258,0.189,1857.333374,175.5406776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,982,447,1489,981,520,861,601,726,737,,
